"report.date","worksite","location","potential.exposure.dates","start","end","standard.report.date"
"04-08","Roessler Hall","Davis campus","04/05/2022
 - 04/06/2022","2022-04-05","2022-04-06","2022-04-08"
"04-08","Meyer Hall","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-08"
"04-08","Plant & Environmental Sciences","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-08"
"04-08","Physics Building","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-08"
"04-08","The Learning Center","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-08"
"04-08","Wellman Hall","Davis campus","04/06/2022","2022-04-06","2022-04-06","2022-04-08"
"04-11","Social Sciences & Humanities","Davis campus","04/07/2022
 - 04/08/2022","2022-04-07","2022-04-08","2022-04-11"
"04-11","Teaching and Learning Complex","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-11"
"04-11","Music Building","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Veihmeyer Hall","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-11"
"04-11","Sproul Hall","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Student Community Center","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Wellman Hall","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Tercero Dining Services","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-11"
"04-11","Sciences Lecture Hall","Davis campus","04/06/2022","2022-04-06","2022-04-06","2022-04-11"
"04-11","Center for Neuroscience","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Activities & Recreation Center","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Academic Surge","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-11"
"04-11","Art Building","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Ann E. Pitzer Center","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-11","Memorial Union","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-11"
"04-11","Giedt Hall","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-11"
"04-12","Earth and Physical Sciences Building","Davis campus","04/08/2022","2022-04-08","2022-04-08","2022-04-12"
"04-12","Dobbins Baseball Complex","Davis campus","04/10/2022","2022-04-10","2022-04-10","2022-04-12"
"04-12","King Hall","Davis campus","04/11/2022","2022-04-11","2022-04-11","2022-04-12"
"04-12","Tupper Hall","Davis campus","04/11/2022","2022-04-11","2022-04-11","2022-04-12"
